Job_Title,Salary_Estimate,Rating,Company_Name,Location_,Size_,Founded,Type_of_Ownership,Industry_,Sector_,Revenue_,Competitors,Easy_Apply
"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",$53K-$99K (Glassdoor est.),4.1,"Canvas InfoTech Inc.
4.1","Charlotte, NC",1 to 50 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1
Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),-1,dataBridge,"Charlotte, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Big data analyst,$53K-$99K (Glassdoor est.),-1,Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,-1
Reporting /Data Analyst,$53K-$99K (Glassdoor est.),3.8,"PruTech Solutions, Inc.
3.8","Charlotte, NC",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
Application Architect V/ Data Analyst,$53K-$99K (Glassdoor est.),4.3,"DATA Inc.
4.3","Charlotte, NC",501 to 1000 employees,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKMARK Global Solutions, Marlabs, IBM",-1
Sr. Data Technology Analyst,$53K-$99K (Glassdoor est.),3.7,"Bank of America
3.7","Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
"Data Optimization Analyst (Position In Hickory, NC)",$53K-$99K (Glassdoor est.),3.7,"Transportation Insight
3.7","Charlotte, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),"C.H. Robinson, Transplace",-1
Technology Control Analyst - AVP (Chief Data Office),$40K-$74K (Glassdoor est.),3.1,"MUFG
3.1","Charlotte, NC",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1
DIGITAL DATA/INSIGHTS ANALYST,$40K-$74K (Glassdoor est.),3,"Midan Marketing
3.0","Mooresville, NC",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1
Big data analyst,$40K-$74K (Glassdoor est.),-1,dataBridge,"Charlotte, NC",1 to 50 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Data Mgmt Analyst w/Traded Products,$40K-$74K (Glassdoor est.),3.6,"Signature Consultants
3.6","Charlotte, NC",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1
Data Governance Business Information Analyst,$40K-$74K (Glassdoor est.),3.8,"Brighthouse Financial
3.8","Charlotte, NC",1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1
Data Analyst with Security Clearance,$40K-$74K (Glassdoor est.),3.6,"Accenture Federal Services
3.6","Charlotte, NC",1001 to 5000 employees,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
"Data Analyst, Data Activation",$40K-$74K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1
QA Analyst with MongoDB / Big Data,$40K-$74K (Glassdoor est.),3.8,"PruTech Solutions, Inc.
3.8","Charlotte, NC",201 to 500 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
"Sr. Analyst, Product Content Data Quality",$40K-$74K (Glassdoor est.),3.3,"Lowe's
3.3","Mooresville, NC",10000+ employees,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),"The Home Depot, Amazon, Walmart",-1
Data Visualization Analyst,$57K-$104K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1
Digital Marketing & ECommerce Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Vionic Group
3.6","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,-1
Senior Data Analyst,$57K-$104K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$57K-$104K (Glassdoor est.),3,"NCSOFT
3.0","San Mateo, CA",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",TRUE
Senior Data Analyst,$57K-$104K (Glassdoor est.),4,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),5,"LaunchDarkly
5.0","Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Edmodo
3.8","San Mateo, CA",51 to 200 employees,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),4.6,"Doximity
4.6","San Francisco, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,LinkedIn,-1
Sr. Data Analyst (Marketing Department),$57K-$104K (Glassdoor est.),3.5,"Freedom Financial Network
3.5","San Mateo, CA",1001 to 5000 employees,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),-1,-1
Immediate Need For Data Analyst,$57K-$104K (Glassdoor est.),3.3,"AppleOne
3.3","San Francisco, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1
"Senior Analyst, Data & Analytics",$57K-$104K (Glassdoor est.),4.1,"PubNub
4.1","San Francisco, CA",51 to 200 employees,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"Pusher, Firebase",TRUE
Data Analyst/Engineer,$57K-$104K (Glassdoor est.),4.1,"SigmaWay
4.1","San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Mid-Level Data Analyst,$57K-$104K (Glassdoor est.),4.8,"Giving Assistant
4.8","San Francisco, CA",1 to 50 employees,2014,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),3.7,"nWay
3.7","San Francisco, CA",1 to 50 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Healthcare Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Perficient
3.6","San Francisco, CA",1001 to 5000 employees,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),3.6,"Mindstrong
3.6","San Francisco, CA",51 to 200 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
Product Data Analyst,$57K-$104K (Glassdoor est.),3.9,"LiveCareer
3.9","San Francisco, CA",501 to 1000 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Mondo
3.8","San Francisco, CA",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
Data Analyst,$57K-$104K (Glassdoor est.),4,"Spin
4.0","San Francisco, CA",501 to 1000 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Temporary Part Time Data Analyst (Remote - North & South America),$57K-$104K (Glassdoor est.),5,"Elevate Labs
5.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst (Finance),$57K-$104K (Glassdoor est.),4.9,"Deliverr Inc
4.9","San Francisco, CA",51 to 200 employees,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),4.6,"Angaza
4.6","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
User Acquisition Data Analyst,$57K-$104K (Glassdoor est.),3.8,"Mondo
3.8","San Francisco, CA",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
Data Analyst,$57K-$104K (Glassdoor est.),4,"Snowflake Computing
4.0","San Mateo, CA",1001 to 5000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Amazon, Google, Microsoft",-1
"Data Analyst, Remote East Coast",$57K-$104K (Glassdoor est.),3.7,"CBRE
3.7","San Francisco, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1
Data Analyst,$57K-$104K (Glassdoor est.),4.5,"Duetto
4.5","San Francisco, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,TRUE
Data Analyst Chemist - Quality System Contractor,$57K-$104K (Glassdoor est.),2.3,"Rodan and Fields, LLC
2.3","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,-1
DATA Analyst-Remote,$99K-$178K (Glassdoor est.),-1,SGA Inc.,"San Francisco, CA",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),4.1,"Veem
4.1","San Francisco, CA",51 to 200 employees,2014,Company - Private,Financial Transaction Processing,Finance,$1 to $5 million (USD),-1,-1
Operations Data Analyst,$99K-$178K (Glassdoor est.),4,"Coinbase
4.0","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Product Data Analyst,$99K-$178K (Glassdoor est.),3.6,"Trifacta
3.6","San Francisco, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Paxata, Datameer, Informatica",-1
Data Scientist/Analyst - Wilbur Labs,$99K-$178K (Glassdoor est.),5,"Wilbur Labs
5.0","San Francisco, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),4.4,"Hinge Health
4.4","San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1
Marketing Data Analyst,$99K-$178K (Glassdoor est.),3.3,"User Testing
3.3","San Francisco, CA",501 to 1000 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"UserZoom, Validately",-1
Data Analyst,$99K-$178K (Glassdoor est.),-1,Pair-Tek,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data and Reporting Analyst,$99K-$178K (Glassdoor est.),3.8,"Shorenstein Realty Services L.P.
3.8","San Francisco, CA",201 to 500 employees,1924,Company - Private,Real Estate,Real Estate,$50 to $100 million (USD),-1,-1
Business Data Analyst,$99K-$178K (Glassdoor est.),3.5,"PlushCare
3.5","San Francisco, CA",1 to 50 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1,-1
Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",-1
Data Analyst,$99K-$178K (Glassdoor est.),4.6,"Motiv Power Systems
4.6","San Francisco, CA",51 to 200 employees,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),4.2,"Upstart
4.2","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,TRUE
Business Intelligence Data Modeler/Analyst,$99K-$178K (Glassdoor est.),4.3,"Credible
4.3","San Francisco, CA",51 to 200 employees,2012,Company - Public,Lending,Finance,Unknown / Non-Applicable,-1,-1
Data Studio Analyst,$99K-$178K (Glassdoor est.),5,"Priceonomics
5.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),-1,"Applicantz, Inc.","San Francisco, CA",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
Product Data Analyst,$99K-$178K (Glassdoor est.),3.7,"BOLD
3.7","San Francisco, CA",201 to 500 employees,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$99K-$178K (Glassdoor est.),-1,Parsoft LLC,"San Francisco, CA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
Clinical Data Analyst,$99K-$178K (Glassdoor est.),4,"Flatiron Health
4.0","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),3.9,"thredUP
3.9","Oakland, CA",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Artech LLC
3.9","San Francisco, CA",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1
Data Analyst,$99K-$178K (Glassdoor est.),3.6,"ICONMA
3.6","San Francisco, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1
Data Systems Analyst,$99K-$178K (Glassdoor est.),4.1,"UCSF Medical Center
4.1","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",-1
Data Analyst,$99K-$178K (Glassdoor est.),4.6,"The Voleon Group
4.6","Berkeley, CA",51 to 200 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1
Senior Data Analyst,$99K-$178K (Glassdoor est.),3.4,"Redfin
3.4","San Francisco, CA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",-1
Data Analyst (College & Foundation Reporting),$99K-$178K (Glassdoor est.),-1,Albany Charter School Network,"Oakland, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Analyst,$99K-$178K (Glassdoor est.),4,"Twitter
4.0","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",-1
Research Data Analyst,$99K-$178K (Glassdoor est.),4.1,"UC San Francisco
4.1","San Francisco, CA",10000+ employees,1864,College / University,-1,-1,$25 to $50 million (USD),-1,-1
Data Analyst - Health,$93K-$159K (Glassdoor est.),3.4,"Impaq International, Llc
3.4","Oakland, CA",201 to 500 employees,2001,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1
Operations Data Analyst,$93K-$159K (Glassdoor est.),5,"Turn/River Capital
5.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,-1,-1
Data Analyst,$93K-$159K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$93K-$159K (Glassdoor est.),3.8,"EY
3.8","San Francisco, CA",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1
Data Analyst,$93K-$159K (Glassdoor est.),4.1,"RGP
4.1","San Francisco, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),"Deloitte, Huron Consulting Group, Point B",-1
Business Data Analyst - Senior/Director - Work from Remote,$93K-$159K (Glassdoor est.),2.5,"Vinsari LLC
2.5","San Francisco, CA",51 to 200 employees,-1,Other Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Market Data Services Analyst,$93K-$159K (Glassdoor est.),3.2,"Evolver, Inc.
3.2","San Francisco, CA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
"Financial Data Analyst, FP&A and Accounting",$93K-$159K (Glassdoor est.),3.7,"Lyft
3.7","San Francisco, CA",5001 to 10000 employees,2012,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,TRUE
Loan Data Analyst,$93K-$159K (Glassdoor est.),3.7,"First Republic Bank
3.7","San Francisco, CA",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Silicon Valley Bank, City National Bank (Texas)",-1
Data and Policy Analyst IV,$93K-$159K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1
DATA Analyst-Remote,$93K-$159K (Glassdoor est.),3.7,"Software Guidance & Assistance
3.7","San Francisco, CA",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
Business Data Analyst,$93K-$159K (Glassdoor est.),3.2,"Scale AI
3.2","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
"Data Analyst, Growth",$93K-$159K (Glassdoor est.),4.1,"Omada Health
4.1","San Francisco, CA",201 to 500 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$93K-$159K (Glassdoor est.),3.2,"QuinStreet
3.2","San Mateo, CA",501 to 1000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst,$93K-$159K (Glassdoor est.),5,"Softova Inc
5.0","San Mateo, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
Data Analyst,$93K-$159K (Glassdoor est.),4.1,"LeadStack
4.1","Foster City, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
"Senior Data Analyst, Member Services",$93K-$159K (Glassdoor est.),4.8,"Chime
4.8","San Francisco, CA",201 to 500 employees,2013,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$93K-$159K (Glassdoor est.),4.5,"Marin City Health and Wellness Center
4.5","Marin City, CA",1 to 50 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,-1
Senior Data Analyst,$93K-$159K (Glassdoor est.),4.1,"TaskRabbit
4.1","San Francisco, CA",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Junior Data Analyst,$93K-$159K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Francisco, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Business Data Analyst,$93K-$159K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
"Sr. Data Analyst, Twitter Service Tech",$93K-$159K (Glassdoor est.),4,"Twitter
4.0","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",-1
Data Analyst,$93K-$159K (Glassdoor est.),4.6,"Ascent
4.6","Daly City, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst,$93K-$159K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","South San Francisco, CA",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Illumina, Agilent Technologies, Roche",-1
Data Analyst,$93K-$159K (Glassdoor est.),3.2,"Net2Source
3.2","San Francisco, CA",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Senior Data Analyst,$82K-$116K (Glassdoor est.),3.3,"Vida Health
3.3","San Francisco, CA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
Web Data Analyst,$82K-$116K (Glassdoor est.),4,"SACC
4.0","San Mateo, CA",Unknown,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1
Data Analyst (APPZ-DAHY),$82K-$116K (Glassdoor est.),-1,Applicantz,"San Francisco, CA",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$82K-$116K (Glassdoor est.),-1,Ernst & Young LLP,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist Analyst,$82K-$116K (Glassdoor est.),3.9,"Netpace, Inc
3.9","Foster City, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1
Finance Data Analyst,$82K-$116K (Glassdoor est.),3,"Qualys
3.0","Foster City, CA",501 to 1000 employees,1999,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"NortonLifeLock, McAfee, Verisign",-1
Business Data Analyst,$82K-$116K (Glassdoor est.),-1,"Scale AI, Inc.","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Quality Analyst,$82K-$116K (Glassdoor est.),3.8,"Focal Systems
3.8","Burlingame, CA",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1
Data Analyst - San Francisco CA / VA - Fulltime,$82K-$116K (Glassdoor est.),3.8,"United IT Solutions
3.8","San Francisco, CA",1 to 50 employees,2010,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1
Data Analyst,$82K-$116K (Glassdoor est.),-1,cyitechsearch,"San Bruno, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$82K-$116K (Glassdoor est.),-1,IT Avalon,"Oakland, CA",51 to 200 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
HR Data Analyst,$82K-$116K (Glassdoor est.),4,"Snowflake Computing
4.0","San Mateo, CA",1001 to 5000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Amazon, Google, Microsoft",-1
Scientific Data Manager and Analyst,$82K-$116K (Glassdoor est.),4.4,"Perfect Day
4.4","Emeryville, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1
Senior Data Analyst - Finance & Platform Analytics,$82K-$116K (Glassdoor est.),3.6,"Twitch
3.6","San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$82K-$116K (Glassdoor est.),3.2,"Infotech Sourcing
3.2","San Francisco, CA",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,-1
Business Data Analyst,$82K-$116K (Glassdoor est.),3.9,"ApTask
3.9","San Francisco, CA",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Collabera, Mitchell Martin, The Judge Group",-1
Product Compliance Data Analyst,$82K-$116K (Glassdoor est.),4,"Square
4.0","San Francisco, CA",1001 to 5000 employees,2009,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,-1
Data and Policy Analyst - Statistical Programmer,$82K-$116K (Glassdoor est.),3.2,"Acumen
3.2","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1
Principal Data Analyst,$82K-$116K (Glassdoor est.),4.4,"Hinge Health
4.4","San Francisco, CA",201 to 500 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1
Data Analyst,$82K-$116K (Glassdoor est.),-1,Koger LLC,"San Mateo, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst,$82K-$116K (Glassdoor est.),-1,TransReach,"Oakland, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Master Data Analyst – SAP MDG Platform,$82K-$116K (Glassdoor est.),4.5,"Rose International
4.5","San Francisco, CA",1001 to 5000 employees,1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Systems Analyst,$82K-$116K (Glassdoor est.),-1,GLIDE MEMORIAL CHURCH,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst,$82K-$116K (Glassdoor est.),3.7,"Take-Two
3.7","Novato, CA",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",-1
CSV Data Validation Analyst,$82K-$116K (Glassdoor est.),3.9,"Netpace, Inc.
3.9","Foster City, CA",51 to 200 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1
Senior Data and Fraud Analyst,$82K-$116K (Glassdoor est.),-1,Apto Payments,"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Data and Reporting Analyst,$82K-$116K (Glassdoor est.),3.2,"Chinese Community Health Plan
3.2","San Francisco, CA",51 to 200 employees,-1,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1
Upstart - Data Analyst,$82K-$116K (Glassdoor est.),-1,V3 Talent Partners Inc.,"San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
"Position for Lead Data Analyst (Teradata, Oracle, Hadoop)",$65K-$120K (Glassdoor est.),3.7,"Arkhya Tech
3.7","San Francisco, CA",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
"Data Analyst, Transaction Monitoring",$65K-$120K (Glassdoor est.),-1,Wish.com,"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Fleet Optimization Data Analyst (Solar + Storage),$65K-$120K (Glassdoor est.),3.2,"Stem Inc
3.2","Millbrae, CA",51 to 200 employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),-1,-1
Big Data Analyst,$65K-$120K (Glassdoor est.),3.7,"Redolent, Inc
3.7","San Mateo, CA",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD),-1,-1
Business Data Analyst,$65K-$120K (Glassdoor est.),3.8,"VLink Inc.
3.8","San Francisco, CA",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
Data Analyst,$65K-$120K (Glassdoor est.),4,"Lorven Technologies Inc
4.0","San Francisco, CA",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
